instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,period
222,2011-08-10,Spring,2011,Jan,12,No,Mon,1,Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Sore
223,2011-08-11,Spring,2011,Jan,13,No,Mon,1,Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Sore
224,2011-08-12,Spring,2011,Jan,14,No,Mon,1,Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Sore
225,2011-08-13,Spring,2011,Jan,15,No,Mon,1,Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Sore
226,2011-08-14,Spring,2011,Jan,16,No,Mon,1,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Sore
227,2011-08-15,Spring,2011,Jan,17,No,Mon,1,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Sore
228,2011-08-16,Spring,2011,Jan,18,No,Mon,1,Clear,0.2,0.197,0.4,0.2239,1,154,155,Malam
229,2011-08-17,Spring,2011,Jan,19,No,Mon,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Malam
230,2011-08-18,Spring,2011,Jan,20,No,Mon,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Malam
231,2011-08-19,Spring,2011,Jan,21,No,Mon,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,Malam
232,2011-08-20,Spring,2011,Jan,22,No,Mon,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Malam
233,2011-08-21,Spring,2011,Jan,23,No,Mon,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Malam
234,2011-08-22,Spring,2011,Jan,0,No,Tue,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Malam
235,2011-08-23,Spring,2011,Jan,1,No,Tue,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Malam
236,2011-08-24,Spring,2011,Jan,2,No,Tue,1,Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Malam
237,2011-08-25,Spring,2011,Jan,5,No,Tue,1,Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Malam
238,2011-08-26,Spring,2011,Jan,6,No,Tue,1,Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Pagi
239,2011-08-27,Spring,2011,Jan,7,No,Tue,1,Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Pagi
240,2011-08-28,Spring,2011,Jan,8,No,Tue,1,Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Pagi
241,2011-08-29,Spring,2011,Jan,9,No,Tue,1,Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Pagi
242,2011-08-30,Spring,2011,Jan,10,No,Tue,1,Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Pagi
243,2011-08-31,Spring,2011,Jan,11,No,Tue,1,Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Sore
244,2011-09-01,Spring,2011,Jan,12,No,Tue,1,Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Sore
245,2011-09-02,Spring,2011,Jan,13,No,Tue,1,Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Sore
246,2011-09-03,Spring,2011,Jan,14,No,Tue,1,Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Sore
247,2011-09-04,Spring,2011,Jan,15,No,Tue,1,Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Sore
248,2011-09-05,Spring,2011,Jan,16,No,Tue,1,Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Sore
249,2011-09-06,Spring,2011,Jan,17,No,Tue,1,Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Sore
250,2011-09-07,Spring,2011,Jan,18,No,Tue,1,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,94,95,Malam
251,2011-09-08,Spring,2011,Jan,19,No,Tue,1,Light Rain/Snow,0.16,0.2273,0.93,0.0,0,51,51,Malam
252,2011-09-09,Spring,2011,Jan,20,No,Tue,1,Light Rain/Snow,0.16,0.1515,0.93,0.194,0,32,32,Malam
253,2011-09-10,Spring,2011,Jan,21,No,Tue,1,Light Rain/Snow,0.16,0.197,0.86,0.0896,0,20,20,Malam
254,2011-09-11,Spring,2011,Jan,22,No,Tue,1,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,28,29,Malam
255,2011-09-12,Spring,2011,Jan,23,No,Tue,1,Light Rain/Snow,0.16,0.197,0.93,0.0896,1,18,19,Malam
256,2011-09-13,Spring,2011,Jan,0,No,Wed,1,Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Malam
257,2011-09-14,Spring,2011,Jan,1,No,Wed,1,Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Malam
258,2011-09-15,Spring,2011,Jan,2,No,Wed,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Malam
259,2011-09-16,Spring,2011,Jan,5,No,Wed,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Malam
260,2011-09-17,Spring,2011,Jan,6,No,Wed,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Pagi
261,2011-09-18,Spring,2011,Jan,7,No,Wed,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Pagi
262,2011-09-19,Spring,2011,Jan,8,No,Wed,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Pagi
263,2011-09-20,Spring,2011,Jan,9,No,Wed,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Pagi
264,2011-09-21,Spring,2011,Jan,10,No,Wed,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Pagi
265,2011-09-22,Spring,2011,Jan,11,No,Wed,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Sore
266,2011-09-23,Spring,2011,Jan,12,No,Wed,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Sore
267,2011-09-24,Spring,2011,Jan,13,No,Wed,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,Sore
268,2011-09-25,Spring,2011,Jan,14,No,Wed,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Sore
269,2011-09-26,Spring,2011,Jan,15,No,Wed,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Sore
270,2011-09-27,Spring,2011,Jan,16,No,Wed,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,Sore
271,2011-09-28,Spring,2011,Jan,17,No,Wed,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Sore
272,2011-09-29,Spring,2011,Jan,18,No,Wed,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Malam
273,2011-09-30,Spring,2011,Jan,19,No,Wed,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Malam
274,2011-10-01,Spring,2011,Jan,20,No,Wed,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Malam
275,2011-10-02,Spring,2011,Jan,21,No,Wed,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Malam
276,2011-10-03,Spring,2011,Jan,22,No,Wed,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Malam
277,2011-10-04,Spring,2011,Jan,23,No,Wed,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Malam
278,2011-10-05,Spring,2011,Jan,0,No,Thu,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Malam
279,2011-10-06,Spring,2011,Jan,1,No,Thu,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Malam
280,2011-10-07,Spring,2011,Jan,2,No,Thu,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Malam
281,2011-10-08,Spring,2011,Jan,3,No,Thu,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Malam
282,2011-10-09,Spring,2011,Jan,4,No,Thu,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Malam
283,2011-10-10,Spring,2011,Jan,5,No,Thu,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Malam
284,2011-10-11,Spring,2011,Jan,6,No,Thu,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Pagi
285,2011-10-12,Spring,2011,Jan,7,No,Thu,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Pagi
286,2011-10-13,Spring,2011,Jan,8,No,Thu,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,Pagi
287,2011-10-14,Spring,2011,Jan,9,No,Thu,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Pagi
288,2011-10-15,Spring,2011,Jan,10,No,Thu,1,Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Pagi
289,2011-10-16,Spring,2011,Jan,11,No,Thu,1,Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Sore
290,2011-10-17,Spring,2011,Jan,12,No,Thu,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Sore
291,2011-10-18,Spring,2011,Jan,13,No,Thu,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,Sore
292,2011-10-19,Spring,2011,Jan,14,No,Thu,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,Sore
293,2011-10-20,Spring,2011,Jan,15,No,Thu,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Sore
294,2011-10-21,Spring,2011,Jan,16,No,Thu,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Sore
295,2011-10-22,Spring,2011,Jan,17,No,Thu,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Sore
296,2011-10-23,Spring,2011,Jan,18,No,Thu,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Malam
297,2011-10-24,Spring,2011,Jan,19,No,Thu,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Malam
298,2011-10-25,Spring,2011,Jan,20,No,Thu,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Malam
299,2011-10-26,Spring,2011,Jan,21,No,Thu,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Malam
300,2011-10-27,Spring,2011,Jan,22,No,Thu,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Malam
301,2011-10-28,Spring,2011,Jan,23,No,Thu,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,Malam
302,2011-10-29,Spring,2011,Jan,0,No,Fri,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,Malam
303,2011-10-30,Spring,2011,Jan,1,No,Fri,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Malam
304,2011-10-31,Spring,2011,Jan,2,No,Fri,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Malam
305,2011-11-01,Spring,2011,Jan,3,No,Fri,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Malam
306,2011-11-02,Spring,2011,Jan,5,No,Fri,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Malam
307,2011-11-03,Spring,2011,Jan,6,No,Fri,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,Pagi
308,2011-11-04,Spring,2011,Jan,7,No,Fri,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Pagi
309,2011-11-05,Spring,2011,Jan,8,No,Fri,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,Pagi
310,2011-11-06,Spring,2011,Jan,9,No,Fri,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Pagi
311,2011-11-07,Spring,2011,Jan,10,No,Fri,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,Pagi
312,2011-11-08,Spring,2011,Jan,11,No,Fri,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Sore
313,2011-11-09,Spring,2011,Jan,12,No,Fri,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,Sore
314,2011-11-10,Spring,2011,Jan,13,No,Fri,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,Sore
315,2011-11-11,Spring,2011,Jan,14,No,Fri,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Sore
316,2011-11-12,Spring,2011,Jan,15,No,Fri,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Sore
317,2011-11-13,Spring,2011,Jan,16,No,Fri,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Sore
318,2011-11-14,Spring,2011,Jan,17,No,Fri,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Sore
319,2011-11-15,Spring,2011,Jan,18,No,Fri,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,Malam
320,2011-11-16,Spring,2011,Jan,19,No,Fri,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,Malam
321,2011-11-17,Spring,2011,Jan,20,No,Fri,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,Malam
322,2011-11-18,Spring,2011,Jan,21,No,Fri,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,Malam
323,2011-11-19,Spring,2011,Jan,22,No,Fri,1,Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Malam
324,2011-11-20,Spring,2011,Jan,23,No,Fri,1,Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Malam
325,2011-11-21,Spring,2011,Jan,0,No,Sat,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,Malam
326,2011-11-22,Spring,2011,Jan,1,No,Sat,0,Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Malam
327,2011-11-23,Spring,2011,Jan,2,No,Sat,0,Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Malam
328,2011-11-24,Spring,2011,Jan,3,No,Sat,0,Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Malam
329,2011-11-25,Spring,2011,Jan,4,No,Sat,0,Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Malam
330,2011-11-26,Spring,2011,Jan,5,No,Sat,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,Malam
331,2011-11-27,Spring,2011,Jan,6,No,Sat,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Pagi
332,2011-11-28,Spring,2011,Jan,7,No,Sat,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,Pagi
333,2011-11-29,Spring,2011,Jan,8,No,Sat,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Pagi
334,2011-11-30,Spring,2011,Jan,9,No,Sat,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Pagi
335,2011-12-01,Spring,2011,Jan,10,No,Sat,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,Pagi
336,2011-12-02,Spring,2011,Jan,11,No,Sat,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,Sore
337,2011-12-03,Spring,2011,Jan,12,No,Sat,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Sore
338,2011-12-04,Spring,2011,Jan,13,No,Sat,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Sore
339,2011-12-05,Spring,2011,Jan,14,No,Sat,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Sore
340,2011-12-06,Spring,2011,Jan,15,No,Sat,0,Cloudy,0.32,0.3182,0.36,0.194,21,108,129,Sore
341,2011-12-07,Spring,2011,Jan,16,No,Sat,0,Cloudy,0.34,0.3333,0.34,0.194,33,95,128,Sore
342,2011-12-08,Spring,2011,Jan,17,No,Sat,0,Cloudy,0.32,0.303,0.36,0.2836,29,54,83,Sore
343,2011-12-09,Spring,2011,Jan,18,No,Sat,0,Cloudy,0.3,0.2879,0.45,0.2537,15,69,84,Malam
344,2011-12-10,Spring,2011,Jan,19,No,Sat,0,Cloudy,0.32,0.303,0.39,0.2537,14,60,74,Malam
345,2011-12-11,Spring,2011,Jan,20,No,Sat,0,Cloudy,0.32,0.303,0.39,0.2537,6,35,41,Malam
346,2011-12-12,Spring,2011,Jan,21,No,Sat,0,Cloudy,0.32,0.303,0.39,0.2239,6,51,57,Malam
347,2011-12-13,Spring,2011,Jan,22,No,Sat,0,Cloudy,0.3,0.3182,0.42,0.1045,0,26,26,Malam
348,2011-12-14,Spring,2011,Jan,23,No,Sat,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Malam
349,2011-12-15,Spring,2011,Jan,0,No,Sun,0,Clear,0.26,0.303,0.56,0.0,6,33,39,Malam
350,2011-12-16,Spring,2011,Jan,1,No,Sun,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Malam
351,2011-12-17,Spring,2011,Jan,2,No,Sun,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Malam
352,2011-12-18,Spring,2011,Jan,3,No,Sun,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,Malam
353,2011-12-19,Spring,2011,Jan,4,No,Sun,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Malam
354,2011-12-20,Spring,2011,Jan,5,No,Sun,0,Cloudy,0.26,0.2576,0.56,0.1642,1,1,2,Malam
355,2011-12-21,Spring,2011,Jan,6,No,Sun,0,Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,Pagi
356,2011-12-22,Spring,2011,Jan,7,No,Sun,0,Cloudy,0.24,0.2121,0.56,0.2985,0,3,3,Pagi
357,2011-12-23,Spring,2011,Jan,8,No,Sun,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Pagi
358,2011-12-24,Spring,2011,Jan,9,No,Sun,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Pagi
359,2011-12-25,Spring,2011,Jan,10,No,Sun,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Pagi
360,2011-12-26,Spring,2011,Jan,11,No,Sun,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Sore
361,2011-12-27,Spring,2011,Jan,12,No,Sun,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Sore
362,2011-12-28,Spring,2011,Jan,13,No,Sun,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Sore
363,2011-12-29,Spring,2011,Jan,14,No,Sun,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Sore
364,2011-12-30,Spring,2011,Jan,15,No,Sun,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Sore
365,2011-12-31,Spring,2011,Jan,16,No,Sun,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Sore
366,2012-01-01,Spring,2011,Jan,17,No,Sun,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Sore
367,2012-01-02,Spring,2011,Jan,18,No,Sun,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Malam
368,2012-01-03,Spring,2011,Jan,19,No,Sun,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,Malam
369,2012-01-04,Spring,2011,Jan,20,No,Sun,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,Malam
370,2012-01-05,Spring,2011,Jan,21,No,Sun,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,Malam
371,2012-01-06,Spring,2011,Jan,22,No,Sun,0,Cloudy,0.2,0.2121,0.49,0.1343,2,19,21,Malam
372,2012-01-07,Spring,2011,Jan,23,No,Sun,0,Cloudy,0.2,0.2273,0.4,0.1045,0,18,18,Malam
373,2012-01-08,Spring,2011,Jan,0,Yes,Mon,0,Cloudy,0.2,0.197,0.47,0.2239,1,16,17,Malam
374,2012-01-09,Spring,2011,Jan,1,Yes,Mon,0,Cloudy,0.2,0.197,0.44,0.194,1,15,16,Malam
375,2012-01-10,Spring,2011,Jan,2,Yes,Mon,0,Cloudy,0.18,0.1667,0.43,0.2537,0,8,8,Malam
376,2012-01-11,Spring,2011,Jan,3,Yes,Mon,0,Cloudy,0.18,0.1818,0.43,0.194,0,2,2,Malam
377,2012-01-12,Spring,2011,Jan,4,Yes,Mon,0,Cloudy,0.18,0.197,0.43,0.1343,1,2,3,Malam
378,2012-01-13,Spring,2011,Jan,5,Yes,Mon,0,Cloudy,0.18,0.197,0.43,0.1642,0,1,1,Malam
379,2012-01-14,Spring,2011,Jan,6,Yes,Mon,0,Cloudy,0.18,0.1818,0.43,0.194,0,5,5,Pagi
380,2012-01-15,Spring,2011,Jan,7,Yes,Mon,0,Cloudy,0.16,0.1818,0.5,0.1343,4,9,13,Pagi
381,2012-01-16,Spring,2011,Jan,8,Yes,Mon,0,Cloudy,0.16,0.1515,0.47,0.2239,3,30,33,Pagi
382,2012-01-17,Spring,2011,Jan,9,Yes,Mon,0,Cloudy,0.16,0.1515,0.47,0.2239,8,39,47,Pagi
383,2012-01-18,Spring,2011,Jan,10,Yes,Mon,0,Cloudy,0.16,0.1515,0.5,0.2537,7,50,57,Pagi
384,2012-01-19,Spring,2011,Jan,11,Yes,Mon,0,Cloudy,0.16,0.1515,0.55,0.194,9,55,64,Sore
385,2012-01-20,Spring,2011,Jan,12,Yes,Mon,0,Cloudy,0.18,0.197,0.47,0.1343,10,70,80,Sore
386,2012-01-21,Spring,2011,Jan,13,Yes,Mon,0,Cloudy,0.18,0.197,0.47,0.1343,13,80,93,Sore
387,2012-01-22,Spring,2011,Jan,14,Yes,Mon,0,Cloudy,0.18,0.2121,0.43,0.1045,12,74,86,Sore
388,2012-01-23,Spring,2011,Jan,15,Yes,Mon,0,Cloudy,0.2,0.2121,0.47,0.1642,21,72,93,Sore
389,2012-01-24,Spring,2011,Jan,16,Yes,Mon,0,Cloudy,0.2,0.2121,0.47,0.1642,6,76,82,Sore
390,2012-01-25,Spring,2011,Jan,17,Yes,Mon,0,Clear,0.2,0.197,0.51,0.194,4,67,71,Sore
391,2012-01-26,Spring,2011,Jan,18,Yes,Mon,0,Cloudy,0.18,0.1667,0.55,0.2537,7,85,92,Malam
392,2012-01-27,Spring,2011,Jan,19,Yes,Mon,0,Light Rain/Snow,0.18,0.1818,0.59,0.194,2,58,60,Malam
393,2012-01-28,Spring,2011,Jan,20,Yes,Mon,0,Light Rain/Snow,0.16,0.1515,0.8,0.194,4,29,33,Malam
394,2012-01-29,Spring,2011,Jan,21,Yes,Mon,0,Light Rain/Snow,0.16,0.1515,0.8,0.194,3,24,27,Malam
395,2012-01-30,Spring,2011,Jan,22,Yes,Mon,0,Light Rain/Snow,0.14,0.1212,0.93,0.2537,0,13,13,Malam
396,2012-01-31,Spring,2011,Jan,23,Yes,Mon,0,Light Rain/Snow,0.16,0.1364,0.86,0.2836,1,3,4,Malam
397,2012-02-01,Spring,2011,Jan,12,No,Tue,1,Cloudy,0.2,0.1818,0.86,0.3284,0,3,3,Sore
398,2012-02-02,Spring,2011,Jan,13,No,Tue,1,Cloudy,0.2,0.197,0.86,0.2239,0,22,22,Sore
399,2012-02-03,Spring,2011,Jan,14,No,Tue,1,Cloudy,0.22,0.2273,0.8,0.1642,2,26,28,Sore
400,2012-02-04,Spring,2011,Jan,15,No,Tue,1,Cloudy,0.22,0.2273,0.87,0.1642,3,32,35,Sore
401,2012-02-05,Spring,2011,Jan,16,No,Tue,1,Cloudy,0.22,0.2273,0.87,0.194,0,61,61,Sore
402,2012-02-06,Spring,2011,Jan,17,No,Tue,1,Cloudy,0.22,0.2273,0.82,0.194,1,124,125,Sore
403,2012-02-07,Spring,2011,Jan,18,No,Tue,1,Cloudy,0.22,0.2273,0.8,0.1642,1,132,133,Malam
404,2012-02-08,Spring,2011,Jan,19,No,Tue,1,Cloudy,0.22,0.2273,0.8,0.1343,1,98,99,Malam
405,2012-02-09,Spring,2011,Jan,20,No,Tue,1,Cloudy,0.22,0.2727,0.87,0.0,0,83,83,Malam
406,2012-02-10,Spring,2011,Jan,21,No,Tue,1,Cloudy,0.22,0.2424,0.93,0.1045,0,41,41,Malam
407,2012-02-11,Spring,2011,Jan,22,No,Tue,1,Cloudy,0.22,0.2576,0.93,0.0896,0,33,33,Malam
408,2012-02-12,Spring,2011,Jan,23,No,Tue,1,Cloudy,0.22,0.2727,0.93,0.0,1,19,20,Malam
409,2012-02-13,Spring,2011,Jan,0,No,Wed,1,Cloudy,0.22,0.2727,0.93,0.0,0,3,3,Malam
410,2012-02-14,Spring,2011,Jan,1,No,Wed,1,Light Rain/Snow,0.22,0.2273,0.93,0.1343,1,6,7,Malam
411,2012-02-15,Spring,2011,Jan,2,No,Wed,1,Light Rain/Snow,0.22,0.2273,0.93,0.1343,0,3,3,Malam
412,2012-02-16,Spring,2011,Jan,4,No,Wed,1,Light Rain/Snow,0.22,0.2273,0.93,0.1343,1,1,2,Malam
413,2012-02-17,Spring,2011,Jan,5,No,Wed,1,Cloudy,0.22,0.2576,0.93,0.0896,0,7,7,Malam
414,2012-02-18,Spring,2011,Jan,6,No,Wed,1,Cloudy,0.22,0.2576,0.93,0.0896,0,32,32,Pagi
415,2012-02-19,Spring,2011,Jan,7,No,Wed,1,Cloudy,0.24,0.2576,0.92,0.1045,1,89,90,Pagi
416,2012-02-20,Spring,2011,Jan,8,No,Wed,1,Cloudy,0.24,0.2576,0.93,0.1045,1,196,197,Pagi
417,2012-02-21,Spring,2011,Jan,9,No,Wed,1,Cloudy,0.24,0.2576,0.93,0.1045,2,107,109,Pagi
418,2012-02-22,Spring,2011,Jan,10,No,Wed,1,Cloudy,0.26,0.2727,0.93,0.1343,1,46,47,Pagi
419,2012-02-23,Spring,2011,Jan,11,No,Wed,1,Cloudy,0.28,0.303,0.87,0.0896,5,47,52,Sore
420,2012-02-24,Spring,2011,Jan,12,No,Wed,1,Cloudy,0.3,0.3182,0.81,0.0896,5,65,70,Sore
421,2012-02-25,Spring,2011,Jan,13,No,Wed,1,Clear,0.4,0.4091,0.62,0.2836,11,67,78,Sore
422,2012-02-26,Spring,2011,Jan,14,No,Wed,1,Clear,0.4,0.4091,0.58,0.2537,7,68,75,Sore
423,2012-02-27,Spring,2011,Jan,15,No,Wed,1,Clear,0.4,0.4091,0.54,0.2836,4,78,82,Sore
424,2012-02-28,Spring,2011,Jan,16,No,Wed,1,Clear,0.38,0.3939,0.58,0.3881,10,94,104,Sore
425,2012-02-29,Spring,2011,Jan,17,No,Wed,1,Clear,0.36,0.3333,0.57,0.3284,7,190,197,Sore
426,2012-03-01,Spring,2011,Jan,18,No,Wed,1,Clear,0.34,0.3182,0.61,0.2836,5,156,161,Malam
427,2012-03-02,Spring,2011,Jan,19,No,Wed,1,Clear,0.32,0.2879,0.57,0.4179,4,108,112,Malam
428,2012-03-03,Spring,2011,Jan,20,No,Wed,1,Clear,0.32,0.303,0.49,0.2985,2,74,76,Malam
429,2012-03-04,Spring,2011,Jan,21,No,Wed,1,Clear,0.32,0.2879,0.49,0.4179,4,55,59,Malam
430,2012-03-05,Spring,2011,Jan,22,No,Wed,1,Clear,0.3,0.303,0.52,0.1642,6,53,59,Malam
431,2012-03-06,Spring,2011,Jan,23,No,Wed,1,Clear,0.3,0.2727,0.52,0.4627,1,27,28,Malam
432,2012-03-07,Spring,2011,Jan,0,No,Thu,1,Clear,0.26,0.2273,0.56,0.3881,5,8,13,Malam
433,2012-03-08,Spring,2011,Jan,1,No,Thu,1,Clear,0.26,0.2727,0.56,0.0,2,3,5,Malam
434,2012-03-09,Spring,2011,Jan,2,No,Thu,1,Clear,0.26,0.2727,0.56,0.0,0,2,2,Malam
435,2012-03-10,Spring,2011,Jan,3,No,Thu,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Malam
436,2012-03-11,Spring,2011,Jan,4,No,Thu,1,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Malam
437,2012-03-12,Spring,2011,Jan,5,No,Thu,1,Clear,0.24,0.2273,0.6,0.2239,0,6,6,Malam
438,2012-03-13,Spring,2011,Jan,6,No,Thu,1,Clear,0.22,0.2121,0.6,0.2239,0,35,35,Pagi
439,2012-03-14,Spring,2011,Jan,7,No,Thu,1,Clear,0.22,0.2121,0.55,0.2239,1,100,101,Pagi
440,2012-03-15,Spring,2011,Jan,8,No,Thu,1,Clear,0.22,0.2121,0.55,0.2836,2,247,249,Pagi
441,2012-03-16,Spring,2011,Jan,9,No,Thu,1,Cloudy,0.24,0.2273,0.52,0.2239,3,140,143,Pagi
